 ,Area,Mean,Min,Max,X,Y
1,0.000,339,339,339,111.169,216.696
2,0.000,464,464,464,126.424,208.338
3,0.000,405,405,405,143.350,204.785
4,0.000,401,401,401,137.917,177.620
5,0.000,538,538,538,122.662,183.262
6,0.000,358,358,358,104.691,189.113
7,0.000,217,217,217,103.229,169.888
8,0.000,440,440,440,121.826,167.172
9,0.000,497,497,497,139.380,167.172
10,0.000,412,412,412,140.842,138.335
11,0.000,390,390,390,123.289,146.066
12,0.000,391,391,391,103.855,139.797
13,0.000,195,195,195,107.408,124.752
14,0.000,291,291,291,124.961,126.006
15,0.000,290,290,290,144.186,130.185
16,0.000,692,692,692,149.201,99.676
17,0.000,392,392,392,131.021,100.512
18,0.000,230,230,230,113.677,94.243
19,0.000,444,444,444,120.364,82.750
20,0.000,364,364,364,134.364,85.676
21,0.000,132,132,132,150.873,92.571
22,0.000,432,432,432,163.619,61.436
23,0.000,340,340,340,146.484,60.600
24,0.000,394,394,394,128.304,54.331
25,0.000,295,295,295,131.230,45.763
26,0.000,580,580,580,148.783,50.987
27,0.000,284,284,284,165.500,57.256
28,0.000,628,628,628,172.187,24.867
29,0.000,695,695,695,152.753,24.658
30,0.000,486,486,486,138.544,21.523
