 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,156,156,156,126.568,229.625,9
2,0.000,263,263,263,133.621,218.457,9
3,0.000,270,270,270,145.769,210.620,9
4,0.000,347,347,347,133.817,194.554,9
5,0.000,301,301,301,122.258,199.648,9
6,0.000,323,323,323,108.935,207.094,9
7,0.000,172,172,172,104.037,193.575,9
8,0.000,358,358,358,117.751,187.697,9
9,0.000,384,384,384,132.250,185.542,9
10,0.000,352,352,352,129.507,164.186,9
11,0.000,375,375,375,115.792,165.361,9
12,0.000,393,393,393,101.098,168.104,9
13,0.000,240,240,240,97.179,159.092,9
14,0.000,350,350,350,112.853,157.328,9
15,0.000,319,319,319,126.372,158.504,9
16,0.000,379,379,379,127.156,133.817,9
17,0.000,377,377,377,114.029,134.405,9
18,0.000,254,254,254,99.922,133.426,9
19,0.000,278,278,278,99.726,122.846,9
20,0.000,240,240,240,113.441,121.474,9
21,0.000,383,383,383,128.331,124.609,9
22,0.000,283,283,283,132.838,101.490,9
23,0.000,291,291,291,120.103,99.726,9
24,0.000,271,271,271,105.800,96.004,9
25,0.000,193,193,193,106.976,87.383,9
26,0.000,413,413,413,119.907,88.754,9
27,0.000,454,454,454,134.601,92.869,9
28,0.000,357,357,357,140.283,69.946,9
29,0.000,329,329,329,127.352,67.398,9
30,0.000,286,286,286,112.657,64.264,9
31,0.000,264,264,264,115.596,56.231,9
32,0.000,427,427,427,127.744,57.602,9
33,0.000,371,371,371,141.067,61.129,9
34,0.000,299,299,299,147.336,39.381,9
35,0.000,393,393,393,134.797,37.030,9
36,0.000,334,334,334,122.258,33.307,9
37,0.000,354,354,354,123.433,26.646,9
38,0.000,434,434,434,135.385,27.234,9
39,0.000,285,285,285,149.295,31.152,9
40,0.000,203,203,203,154.781,9.992,9
41,0.000,473,473,473,142.634,8.425,9
42,0.000,390,390,390,128.919,5.682,9
