 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,214,214,214,99.922,209.837,9
2,0.000,397,397,397,110.894,200.432,9
3,0.000,374,374,374,125.980,195.142,9
4,0.000,550,550,550,118.339,174.962,9
5,0.000,367,367,367,104.428,178.097,9
6,0.000,446,446,446,88.950,184.366,9
7,0.000,318,318,318,86.991,171.435,9
8,0.000,349,349,349,102.861,167.908,9
9,0.000,352,352,352,117.556,167.517,9
10,0.000,265,265,265,117.751,143.222,9
11,0.000,440,440,440,102.861,145.377,9
12,0.000,216,216,216,85.228,150.667,9
13,0.000,103,103,103,86.011,139.695,9
14,0.000,435,435,435,100.706,137.540,9
15,0.000,311,311,311,116.968,138.324,9
16,0.000,505,505,505,117.164,115.596,9
17,0.000,468,468,468,102.665,115.792,9
18,0.000,465,465,465,87.775,113.833,9
19,0.000,354,354,354,88.558,103.057,9
20,0.000,480,480,480,104.037,103.449,9
21,0.000,233,233,233,119.711,107.955,9
22,0.000,347,347,347,124.609,82.485,9
23,0.000,404,404,404,109.523,81.897,9
24,0.000,306,306,306,93.457,76.803,9
25,0.000,325,325,325,98.355,68.182,9
26,0.000,297,297,297,111.678,71.905,9
27,0.000,277,277,277,126.960,77.195,9
28,0.000,270,270,270,133.621,50.745,9
29,0.000,484,484,484,119.123,49.569,9
30,0.000,448,448,448,106.192,44.475,9
31,0.000,251,251,251,109.914,39.185,9
32,0.000,416,416,416,121.082,41.340,9
33,0.000,364,364,364,134.405,46.826,9
34,0.000,436,436,436,141.850,21.552,9
35,0.000,444,444,444,127.548,20.572,9
36,0.000,401,401,401,116.772,17.046,9
