 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,247,247,247,197.769,287.839,6
2,0.000,268,268,268,205.365,276.173,6
3,0.000,410,410,410,216.488,266.950,6
4,0.000,362,362,362,201.025,249.587,6
5,0.000,364,364,364,189.902,257.997,6
6,0.000,272,272,272,177.694,267.763,6
7,0.000,131,131,131,165.486,254.741,6
8,0.000,373,373,373,181.492,247.417,6
9,0.000,350,350,350,195.870,242.533,6
10,0.000,508,508,508,189.902,219.745,6
11,0.000,423,423,423,177.423,223.814,6
12,0.000,377,377,377,162.502,227.612,6
13,0.000,71,71,71,160.332,213.234,6
14,0.000,374,374,374,172.540,211.606,6
15,0.000,86,86,86,189.088,211.064,6
16,0.000,295,295,295,188.003,184.206,6
17,0.000,458,458,458,174.167,185.834,6
18,0.000,369,369,369,159.789,183.663,6
19,0.000,162,162,162,161.959,173.626,6
20,0.000,416,416,416,176.609,173.083,6
21,0.000,199,199,199,189.088,176.881,6
22,0.000,312,312,312,195.057,149.752,6
23,0.000,509,509,509,184.205,149.210,6
24,0.000,436,436,436,169.555,146.497,6
25,0.000,281,281,281,171.997,134.831,6
26,0.000,358,358,358,184.205,136.459,6
27,0.000,229,229,229,197.769,141.071,6
28,0.000,284,284,284,204.280,115.298,6
29,0.000,467,467,467,191.530,113.671,6
30,0.000,256,256,256,180.136,110.144,6
31,0.000,237,237,237,182.306,100.920,6
32,0.000,396,396,396,195.057,102.276,6
33,0.000,360,360,360,206.179,105.803,6
34,0.000,256,256,256,211.876,81.658,6
35,0.000,410,410,410,201.025,79.759,6
36,0.000,296,296,296,188.546,76.504,6
37,0.000,377,377,377,190.987,69.450,6
38,0.000,372,372,372,201.296,70.264,6
39,0.000,294,294,294,214.589,72.977,6
40,0.000,389,389,389,218.930,51.816,6
41,0.000,300,300,300,207.265,48.832,6
42,0.000,333,333,333,193.158,48.018,6
43,0.000,78,78,78,196.142,40.151,6
44,0.000,259,259,259,207.807,40.422,6
45,0.000,118,118,118,222.185,42.321,6
46,0.000,142,142,142,222.999,20.075,6
47,0.000,261,261,261,209.977,20.075,6
48,0.000,212,212,212,197.498,18.719,6
