 ,Area,Mean,Min,Max,X,Y
1,0.000,425,425,425,110.594,216.726
2,0.000,339,339,339,119.907,209.547
3,0.000,317,317,317,129.997,204.890
4,0.000,477,477,477,123.206,183.548
5,0.000,473,473,473,111.758,187.234
6,0.000,336,336,336,98.953,192.279
7,0.000,224,224,224,96.236,181.801
8,0.000,351,351,351,108.460,178.891
9,0.000,325,325,325,120.296,177.727
10,0.000,468,468,468,117.579,152.504
11,0.000,430,430,430,106.714,156.384
12,0.000,258,258,258,93.714,155.996
13,0.000,266,266,266,93.714,147.459
14,0.000,414,414,414,105.356,146.877
15,0.000,390,390,390,117.773,148.041
16,0.000,500,500,500,120.102,124.370
17,0.000,406,406,406,108.460,124.370
18,0.000,377,377,377,96.819,123.400
19,0.000,330,330,330,98.371,113.117
20,0.000,377,377,377,110.788,114.475
21,0.000,367,367,367,121.848,117.579
22,0.000,367,367,367,130.385,92.356
23,0.000,563,563,563,117.967,92.550
24,0.000,283,283,283,105.550,88.863
25,0.000,338,338,338,109.236,79.744
26,0.000,260,260,260,120.296,82.267
27,0.000,308,308,308,131.937,86.923
28,0.000,425,425,425,141.638,61.118
29,0.000,550,550,550,128.445,60.730
30,0.000,283,283,283,114.475,56.461
31,0.000,206,206,206,118.743,49.864
32,0.000,482,482,482,130.579,51.611
33,0.000,291,291,291,142.608,56.461
34,0.000,522,522,522,149.205,31.820
35,0.000,608,608,608,136.982,30.656
36,0.000,383,383,383,123.982,27.940
37,0.000,228,228,228,126.892,20.373
38,0.000,488,488,488,138.340,23.283
39,0.000,251,251,251,150.757,28.522
40,0.000,548,548,548,156.966,5.239
41,0.000,760,760,760,144.743,4.657
42,0.000,651,651,651,133.295,2.328
