 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,48,48,48,181.758,295.313,6
2,0.000,167,167,167,193.008,284.063,6
3,0.000,37,37,37,204.961,280.196,6
4,0.000,170,170,170,191.953,258.751,6
5,0.000,391,391,391,181.055,265.430,6
6,0.000,405,405,405,168.047,271.759,6
7,0.000,23,23,23,162.422,262.266,6
8,0.000,165,165,165,176.484,255.587,6
9,0.000,122,122,122,189.141,252.774,6
10,0.000,62,62,62,183.516,229.571,6
11,0.000,214,214,214,170.156,233.087,6
12,0.000,328,328,328,158.203,235.548,6
13,0.000,59,59,59,157.500,225.352,6
14,0.000,264,264,264,170.508,222.188,6
15,0.000,51,51,51,185.273,224.298,6
16,0.000,65,65,65,185.273,197.930,6
17,0.000,221,221,221,172.266,198.985,6
18,0.000,266,266,266,159.258,197.579,6
19,0.000,190,190,190,162.422,187.383,6
20,0.000,140,140,140,176.484,189.493,6
21,0.000,61,61,61,187.734,194.063,6
22,0.000,123,123,123,193.359,167.344,6
23,0.000,190,190,190,181.055,166.993,6
24,0.000,211,211,211,169.102,161.368,6
25,0.000,70,70,70,170.508,156.446,6
26,0.000,106,106,106,183.516,158.555,6
27,0.000,85,85,85,195.469,164.883,6
28,0.000,111,111,111,202.852,138.868,6
29,0.000,186,186,186,191.602,136.407,6
30,0.000,113,113,113,180.352,131.133,6
31,0.000,47,47,47,182.109,126.563,6
32,0.000,94,94,94,194.414,130.078,6
33,0.000,105,105,105,204.961,135.704,6
34,0.000,87,87,87,213.750,112.500,6
35,0.000,150,150,150,201.094,110.039,6
36,0.000,74,74,74,189.844,101.602,6
37,0.000,62,62,62,191.250,99.141,6
38,0.000,58,58,58,206.016,104.063,6
39,0.000,115,115,115,216.914,109.688,6
40,0.000,120,120,120,222.539,87.539,6
41,0.000,180,180,180,210.234,85.078,6
42,0.000,99,99,99,198.281,79.805,6
43,0.000,97,97,97,200.039,76.992,6
44,0.000,118,118,118,213.047,79.102,6
45,0.000,62,62,62,224.297,84.024,6
46,0.000,115,115,115,230.273,63.633,6
47,0.000,160,160,160,220.078,62.227,6
48,0.000,115,115,115,207.773,59.414,6
49,0.000,83,83,83,208.477,56.602,6
50,0.000,65,65,65,221.836,58.360,6
51,0.000,53,53,53,232.383,61.172,6
52,0.000,124,124,124,234.844,43.945,6
53,0.000,143,143,143,222.539,41.836,6
54,0.000,114,114,114,208.125,36.211,6
