 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,343,343,343,146.484,221.963,10
2,0.000,442,442,442,154.011,214.436,10
3,0.000,484,484,484,166.422,207.722,10
4,0.000,567,567,567,156.249,188.598,10
5,0.000,562,562,562,144.042,193.277,10
6,0.000,161,161,161,131.428,201.822,10
7,0.000,314,314,314,127.970,186.563,10
8,0.000,540,540,540,140.380,181.477,10
9,0.000,264,264,264,154.011,179.646,10
10,0.000,502,502,502,150.146,156.656,10
11,0.000,598,598,598,137.125,159.301,10
12,0.000,437,437,437,122.273,163.777,10
13,0.000,365,365,365,121.256,150.553,10
14,0.000,434,434,434,134.684,149.535,10
15,0.000,447,447,447,148.111,149.739,10
16,0.000,246,246,246,150.146,124.918,10
17,0.000,393,393,393,136.515,125.935,10
18,0.000,254,254,254,121.663,127.156,10
19,0.000,258,258,258,123.087,115.559,10
20,0.000,393,393,393,135.091,117.187,10
21,0.000,313,313,313,149.942,119.425,10
22,0.000,422,422,422,153.401,95.418,10
23,0.000,544,544,544,140.584,95.011,10
24,0.000,423,423,423,128.377,93.383,10
25,0.000,389,389,389,132.039,83.618,10
26,0.000,390,390,390,142.211,85.856,10
27,0.000,455,455,455,155.029,88.297,10
28,0.000,405,405,405,160.115,64.087,10
29,0.000,584,584,584,149.129,63.883,10
30,0.000,571,571,571,137.532,62.256,10
31,0.000,326,326,326,140.787,53.507,10
32,0.000,519,519,519,151.773,55.135,10
33,0.000,448,448,448,162.760,58.593,10
34,0.000,276,276,276,168.049,34.790,10
35,0.000,500,500,500,156.249,34.790,10
36,0.000,512,512,512,147.501,32.348,10
37,0.000,423,423,423,149.332,24.821,10
38,0.000,579,579,579,158.284,26.042,10
39,0.000,379,379,379,169.067,30.314,10
40,0.000,358,358,358,174.763,8.748,10
41,0.000,467,467,467,164.387,8.545,10
42,0.000,304,304,304,154.418,7.121,10
