 ,Area,Mean,Min,Max,X,Y
1,0.000,271,271,271,98.953,185.294
2,0.000,355,355,355,112.146,176.757
3,0.000,273,273,273,126.504,172.682
4,0.000,422,422,422,120.878,151.922
5,0.000,293,293,293,106.908,156.772
6,0.000,202,202,202,91.386,160.653
7,0.000,173,173,173,89.640,145.713
8,0.000,386,386,386,106.714,143.967
9,0.000,266,266,266,121.266,144.549
10,0.000,311,311,311,120.296,119.907
11,0.000,346,346,346,106.714,123.594
12,0.000,216,216,216,90.804,122.818
13,0.000,291,291,291,95.654,111.564
14,0.000,196,196,196,109.818,111.564
15,0.000,226,226,226,122.236,112.535
16,0.000,448,448,448,127.086,88.281
17,0.000,263,263,263,112.535,88.087
18,0.000,374,374,374,98.759,86.147
19,0.000,110,110,110,102.057,76.058
20,0.000,169,169,169,116.415,77.804
21,0.000,242,242,242,129.415,80.714
22,0.000,376,376,376,135.624,55.685
23,0.000,454,454,454,122.624,54.909
24,0.000,385,385,385,108.848,51.417
25,0.000,263,263,263,111.564,42.491
26,0.000,187,187,187,122.624,44.820
27,0.000,125,125,125,136.594,48.312
28,0.000,502,502,502,141.638,24.253
29,0.000,572,572,572,127.668,22.507
30,0.000,434,434,434,116.803,18.432
