 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,278,278,278,84.640,208.073,9
2,0.000,338,338,338,97.767,200.824,9
3,0.000,129,129,129,113.245,199.257,9
4,0.000,344,344,344,111.482,178.293,9
5,0.000,372,372,372,97.571,180.644,9
6,0.000,273,273,273,81.897,182.407,9
7,0.000,150,150,150,80.134,169.280,9
8,0.000,326,326,326,95.612,168.300,9
9,0.000,329,329,329,111.482,171.631,9
10,0.000,312,312,312,116.380,148.512,9
11,0.000,283,283,283,101.294,147.728,9
12,0.000,226,226,226,84.248,144.397,9
13,0.000,208,208,208,90.714,134.405,9
14,0.000,353,353,353,104.428,136.952,9
15,0.000,296,296,296,119.319,144.201,9
16,0.000,412,412,412,129.311,119.907,9
17,0.000,334,334,334,115.008,117.556,9
18,0.000,316,316,316,98.159,110.306,9
19,0.000,286,286,286,100.706,101.490,9
20,0.000,388,388,388,115.792,105.996,9
21,0.000,266,266,266,130.291,114.029,9
22,0.000,328,328,328,142.634,91.889,9
23,0.000,331,331,331,127.548,85.620,9
24,0.000,297,297,297,112.461,78.762,9
25,0.000,320,320,320,121.278,74.648,9
26,0.000,403,403,403,131.858,79.742,9
27,0.000,431,431,431,144.593,87.383,9
28,0.000,282,282,282,155.957,68.378,9
29,0.000,303,303,303,142.438,60.345,9
30,0.000,212,212,212,127.156,59.366,9
31,0.000,229,229,229,129.115,57.210,9
32,0.000,528,528,528,142.046,57.798,9
33,0.000,372,372,372,157.133,61.521,9
34,0.000,333,333,333,162.618,37.422,9
35,0.000,345,345,345,148.904,37.814,9
36,0.000,352,352,352,132.250,35.854,9
37,0.000,222,222,222,135.973,30.173,9
38,0.000,312,312,312,148.316,29.977,9
39,0.000,323,323,323,164.382,32.132,9
40,0.000,329,329,329,166.537,9.404,9
41,0.000,489,489,489,153.998,10.776,9
42,0.000,327,327,327,139.107,9.404,9
