 ,Area,Mean,Min,Max,X,Y
1,0.000,276,276,276,114.475,214.786
2,0.000,336,336,336,122.236,207.219
3,0.000,110,110,110,128.251,200.816
4,0.000,203,203,203,114.087,183.742
5,0.000,237,237,237,102.057,190.727
6,0.000,221,221,221,93.326,200.040
7,0.000,157,157,157,83.431,186.846
8,0.000,295,295,295,96.042,180.443
9,0.000,305,305,305,109.236,177.533
10,0.000,280,280,280,107.102,155.996
11,0.000,345,345,345,93.520,159.101
12,0.000,214,214,214,76.834,164.145
13,0.000,172,172,172,76.446,149.399
14,0.000,266,266,266,90.610,147.847
15,0.000,152,152,152,104.774,148.817
16,0.000,249,249,249,106.714,125.146
17,0.000,275,275,275,92.162,124.564
18,0.000,262,262,262,76.640,126.504
19,0.000,170,170,170,79.356,113.311
20,0.000,284,284,284,94.296,113.505
21,0.000,334,334,334,107.102,116.415
22,0.000,286,286,286,112.923,94.490
23,0.000,321,321,321,97.983,92.744
24,0.000,132,132,132,82.461,89.446
25,0.000,173,173,173,87.311,78.968
26,0.000,224,224,224,100.311,82.849
27,0.000,218,218,218,113.893,84.595
28,0.000,263,263,263,118.161,62.864
29,0.000,289,289,289,105.356,60.148
30,0.000,220,220,220,93.714,57.819
31,0.000,87,87,87,94.490,48.700
32,0.000,220,220,220,106.520,52.193
33,0.000,226,226,226,119.713,55.685
34,0.000,370,370,370,124.176,32.402
35,0.000,275,275,275,114.863,30.074
36,0.000,229,229,229,102.057,27.164
37,0.000,105,105,105,104.580,20.179
38,0.000,341,341,341,115.445,22.313
39,0.000,240,240,240,127.086,26.193
40,0.000,299,299,299,133.489,6.209
41,0.000,306,306,306,123.594,3.881
42,0.000,136,136,136,113.117,0.000
