 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,222,222,222,136.855,218.615,10
2,0.000,699,699,699,148.789,205.412,10
3,0.000,155,155,155,158.945,200.587,10
4,0.000,242,242,242,143.965,183.829,10
5,0.000,244,244,244,135.586,191.954,10
6,0.000,377,377,377,123.652,201.095,10
7,0.000,220,220,220,115.781,195.509,10
8,0.000,317,317,317,125.683,185.861,10
9,0.000,242,242,242,138.633,180.021,10
10,0.000,206,206,206,127.969,158.693,10
11,0.000,184,184,184,115.527,167.325,10
12,0.000,249,249,249,103.340,173.165,10
13,0.000,180,180,180,101.562,162.501,10
14,0.000,206,206,206,115.273,156.153,10
15,0.000,169,169,169,128.476,154.630,10
16,0.000,201,201,201,123.906,131.017,10
17,0.000,155,155,155,109.433,136.349,10
18,0.000,284,284,284,98.769,137.364,10
19,0.000,156,156,156,101.816,127.462,10
20,0.000,212,212,212,113.496,124.923,10
21,0.000,161,161,161,125.176,127.462,10
22,0.000,242,242,242,127.715,103.848,10
23,0.000,185,185,185,113.750,106.387,10
24,0.000,297,297,297,101.562,104.356,10
25,0.000,140,140,140,103.340,95.723,10
26,0.000,318,318,318,115.781,95.216,10
27,0.000,188,188,188,129.238,99.024,10
28,0.000,170,170,170,131.015,75.157,10
29,0.000,187,187,187,117.051,75.665,10
30,0.000,81,81,81,105.625,72.618,10
31,0.000,112,112,112,109.180,66.778,10
32,0.000,319,319,319,122.129,67.286,10
33,0.000,104,104,104,134.316,72.110,10
34,0.000,241,241,241,139.902,50.274,10
35,0.000,174,174,174,127.207,49.258,10
36,0.000,126,126,126,113.242,46.211,10
37,0.000,94,94,94,117.051,42.910,10
38,0.000,301,301,301,131.015,42.910,10
39,0.000,277,277,277,142.695,46.211,10
40,0.000,177,177,177,143.965,25.645,10
41,0.000,156,156,156,132.285,26.406,10
42,0.000,144,144,144,117.305,24.629,10
43,0.000,94,94,94,119.590,19.043,10
44,0.000,158,158,158,133.555,19.297,10
45,0.000,181,181,181,144.980,21.582,10
46,0.000,108,108,108,144.726,2.539,10
47,0.000,120,120,120,135.586,2.793,10
48,0.000,139,139,139,124.160,1.016,10
