 ,Area,Mean,Min,Max,X,Y
1,0.000,236,236,236,127.033,196.569
2,0.000,192,192,192,139.695,192.210
3,0.000,300,300,300,153.602,189.097
4,0.000,182,182,182,151.527,166.264
5,0.000,258,258,258,138.242,170.415
6,0.000,196,196,196,121.636,171.868
7,0.000,172,172,172,114.579,164.604
8,0.000,334,334,334,130.354,162.320
9,0.000,237,237,237,145.715,162.735
10,0.000,399,399,399,148.413,139.280
11,0.000,235,235,235,131.392,138.657
12,0.000,96,96,96,110.012,139.280
13,0.000,70,70,70,113.956,126.411
14,0.000,202,202,202,132.223,128.486
15,0.000,309,309,309,148.621,132.845
16,0.000,201,201,201,154.848,109.597
17,0.000,269,269,269,137.827,108.352
18,0.000,191,191,191,119.976,106.484
19,0.000,158,158,158,125.165,95.898
20,0.000,198,198,198,141.356,100.879
21,0.000,111,111,111,158.792,104.200
22,0.000,170,170,170,165.849,81.783
23,0.000,156,156,156,149.658,78.877
24,0.000,150,150,150,133.260,74.725
25,0.000,53,53,53,140.525,66.215
26,0.000,155,155,155,155.055,69.951
27,0.000,128,128,128,169.378,77.216
28,0.000,204,204,204,180.379,59.158
29,0.000,153,153,153,166.887,49.817
30,0.000,143,143,143,157.339,45.666
