 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,297,297,297,121.198,200.079,9
2,0.000,359,359,359,135.078,192.293,9
3,0.000,224,224,224,151.667,189.584,9
4,0.000,205,205,205,143.542,164.871,9
5,0.000,409,409,409,132.031,169.610,9
6,0.000,177,177,177,114.427,175.027,9
7,0.000,244,244,244,105.963,169.949,9
8,0.000,306,306,306,121.875,163.178,9
9,0.000,218,218,218,137.109,160.470,9
10,0.000,201,201,201,129.323,136.772,9
11,0.000,204,204,204,115.781,141.511,9
12,0.000,322,322,322,100.208,145.235,9
13,0.000,156,156,156,98.516,132.709,9
14,0.000,185,185,185,112.734,131.693,9
15,0.000,289,289,289,127.969,134.063,9
16,0.000,231,231,231,129.661,107.995,9
17,0.000,253,253,253,115.781,108.334,9
18,0.000,153,153,153,101.901,105.287,9
19,0.000,176,176,176,106.641,97.839,9
20,0.000,151,151,151,119.505,100.209,9
21,0.000,276,276,276,132.370,104.610,9
22,0.000,237,237,237,140.156,79.896,9
23,0.000,263,263,263,126.614,77.526,9
24,0.000,175,175,175,115.443,71.771,9
25,0.000,215,215,215,119.505,67.032,9
26,0.000,257,257,257,131.354,71.094,9
27,0.000,175,175,175,143.203,77.188,9
28,0.000,297,297,297,151.328,50.782,9
29,0.000,408,408,408,137.786,49.427,9
30,0.000,166,166,166,125.260,44.349,9
31,0.000,182,182,182,129.323,38.932,9
32,0.000,252,252,252,141.849,41.641,9
33,0.000,134,134,134,152.682,47.396,9
34,0.000,283,283,283,162.838,24.375,9
35,0.000,464,464,464,148.620,21.328,9
36,0.000,218,218,218,133.724,16.589,9
