 ,Area,Mean,Min,Max,X,Y
1,0.000,128,128,128,112.535,221.771
2,0.000,182,182,182,123.982,217.890
3,0.000,245,245,245,130.385,213.816
4,0.000,307,307,307,128.833,196.741
5,0.000,267,267,267,116.803,197.324
6,0.000,280,280,280,104.968,203.532
7,0.000,285,285,285,97.595,197.712
8,0.000,299,299,299,108.072,193.249
9,0.000,360,360,360,120.102,192.667
10,0.000,233,233,233,125.728,169.578
11,0.000,231,231,231,108.654,172.100
12,0.000,339,339,339,84.983,178.309
13,0.000,155,155,155,88.863,157.936
14,0.000,326,326,326,106.326,160.847
15,0.000,322,322,322,122.624,162.593
16,0.000,342,342,342,125.146,137.176
17,0.000,330,330,330,110.400,137.952
18,0.000,190,190,190,91.774,137.176
19,0.000,78,78,78,94.102,124.176
20,0.000,309,309,309,110.594,128.251
21,0.000,512,512,512,126.116,132.519
22,0.000,455,455,455,130.773,111.564
23,0.000,294,294,294,117.191,107.878
24,0.000,252,252,252,98.565,102.445
25,0.000,144,144,144,104.385,97.401
26,0.000,425,425,425,119.519,102.639
27,0.000,405,405,405,136.594,107.490
28,0.000,493,493,493,143.385,85.371
29,0.000,550,550,550,128.251,84.013
30,0.000,359,359,359,112.923,76.834
31,0.000,185,185,185,117.579,69.849
32,0.000,338,338,338,129.609,75.282
33,0.000,378,378,378,146.101,82.655
34,0.000,334,334,334,155.414,57.819
35,0.000,332,332,332,140.280,55.103
36,0.000,272,272,272,125.340,52.775
37,0.000,229,229,229,125.922,43.656
38,0.000,254,254,254,139.310,48.506
39,0.000,404,404,404,156.578,53.357
40,0.000,422,422,422,162.787,29.298
41,0.000,451,451,451,145.325,29.298
42,0.000,264,264,264,130.773,28.716
43,0.000,107,107,107,130.385,18.626
44,0.000,303,303,303,146.101,22.119
45,0.000,231,231,231,163.369,25.417
46,0.000,229,229,229,165.697,3.104
47,0.000,227,227,227,149.011,3.881
48,0.000,217,217,217,134.847,3.104
