 ,Area,Mean,Min,Max,X,Y
1,0.000,274,274,274,92.550,174.817
2,0.000,342,342,342,107.684,170.548
3,0.000,250,250,250,123.012,170.354
4,0.000,382,382,382,121.654,147.071
5,0.000,477,477,477,108.266,149.593
6,0.000,516,516,516,91.580,149.011
7,0.000,189,189,189,95.460,136.788
8,0.000,440,440,440,109.818,137.952
9,0.000,350,350,350,125.146,140.474
10,0.000,270,270,270,129.415,116.609
11,0.000,429,429,429,116.997,116.609
12,0.000,346,346,346,102.251,113.699
13,0.000,259,259,259,107.296,102.057
14,0.000,260,260,260,117.579,106.326
15,0.000,354,354,354,131.161,111.176
16,0.000,489,489,489,140.862,87.311
17,0.000,552,552,552,127.474,86.147
18,0.000,572,572,572,113.893,81.102
19,0.000,369,369,369,120.296,73.536
20,0.000,340,340,340,131.743,78.386
21,0.000,346,346,346,145.713,84.013
22,0.000,475,475,475,154.638,59.372
23,0.000,479,479,479,140.280,56.849
24,0.000,219,219,219,124.370,52.193
25,0.000,450,450,450,127.863,47.148
26,0.000,413,413,413,141.444,51.029
27,0.000,405,405,405,155.414,54.133
28,0.000,565,565,565,164.339,29.104
29,0.000,516,516,516,148.817,28.910
30,0.000,239,239,239,133.295,25.029
