 ,Area,Mean,Min,Max,X,Y
1,0.000,362,362,362,103.027,190.533
2,0.000,381,381,381,116.803,184.130
3,0.000,352,352,352,130.967,181.413
4,0.000,242,242,242,127.280,157.354
5,0.000,389,389,389,111.952,162.205
6,0.000,229,229,229,97.013,165.697
7,0.000,265,265,265,95.654,150.563
8,0.000,372,372,372,109.818,148.817
9,0.000,437,437,437,126.892,150.175
10,0.000,395,395,395,125.340,128.639
11,0.000,300,300,300,114.281,126.310
12,0.000,173,173,173,98.953,124.564
13,0.000,165,165,165,99.923,114.863
14,0.000,314,314,314,114.863,116.027
15,0.000,264,264,264,129.609,120.684
16,0.000,397,397,397,134.847,94.102
17,0.000,377,377,377,119.907,93.132
18,0.000,469,469,469,106.714,90.416
19,0.000,166,166,166,110.982,81.685
20,0.000,328,328,328,123.594,83.819
21,0.000,246,246,246,136.788,91.192
22,0.000,283,283,283,145.131,63.058
23,0.000,484,484,484,130.773,61.118
24,0.000,391,391,391,117.191,57.431
25,0.000,132,132,132,120.102,49.864
26,0.000,305,305,305,132.519,53.551
27,0.000,251,251,251,146.101,58.984
28,0.000,336,336,336,153.086,32.014
29,0.000,322,322,322,139.892,30.462
30,0.000,260,260,260,126.504,25.805
