 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,27,27,27,116.672,230.063,8
2,0.000,42,42,42,132.714,218.760,8
3,0.000,25,25,25,148.392,213.656,8
4,0.000,18,18,18,137.454,192.873,8
5,0.000,41,41,41,124.693,200.895,8
6,0.000,29,29,29,108.286,207.457,8
7,0.000,7,7,7,106.099,195.061,8
8,0.000,19,19,19,120.318,190.686,8
9,0.000,18,18,18,137.819,186.675,8
10,0.000,19,19,19,133.079,164.435,8
11,0.000,41,41,41,118.130,168.810,8
12,0.000,25,25,25,103.182,166.987,8
13,0.000,5,5,5,103.546,158.601,8
14,0.000,13,13,13,118.860,156.413,8
15,0.000,30,30,30,133.808,158.966,8
16,0.000,22,22,22,136.725,133.808,8
17,0.000,46,46,46,120.318,135.996,8
18,0.000,13,13,13,105.005,130.891,8
19,0.000,15,15,15,107.192,121.412,8
20,0.000,25,25,25,123.964,122.141,8
21,0.000,21,21,21,138.183,128.339,8
22,0.000,27,27,27,143.652,102.817,8
23,0.000,44,44,44,129.798,101.723,8
24,0.000,20,20,20,115.943,95.525,8
25,0.000,14,14,14,119.224,88.598,8
26,0.000,33,33,33,133.079,90.056,8
27,0.000,21,21,21,144.382,96.254,8
28,0.000,11,11,11,153.132,72.555,8
29,0.000,33,33,33,138.548,69.639,8
30,0.000,17,17,17,126.516,64.170,8
31,0.000,12,12,12,130.891,57.971,8
32,0.000,38,38,38,142.559,59.794,8
33,0.000,15,15,15,153.497,67.451,8
34,0.000,29,29,29,163.705,45.940,8
35,0.000,59,59,59,151.674,42.294,8
36,0.000,19,19,19,138.183,35.731,8
37,0.000,42,42,42,141.100,30.991,8
38,0.000,35,35,35,154.226,36.095,8
39,0.000,19,19,19,165.893,41.564,8
40,0.000,54,54,54,172.820,20.782,8
41,0.000,47,47,47,162.247,17.865,8
42,0.000,11,11,11,146.205,13.490,8
