 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,426,426,426,76.808,227.682,8
2,0.000,613,613,613,87.359,218.186,8
3,0.000,409,409,409,99.809,215.232,8
4,0.000,689,689,689,94.533,195.397,8
5,0.000,499,499,499,83.561,198.773,8
6,0.000,226,226,226,67.102,201.938,8
7,0.000,350,350,350,64.992,190.544,8
8,0.000,548,548,548,79.974,185.901,8
9,0.000,232,232,232,96.221,187.379,8
10,0.000,355,355,355,94.955,163.112,8
11,0.000,436,436,436,80.607,164.167,8
12,0.000,423,423,423,64.781,163.745,8
13,0.000,324,324,324,66.891,152.351,8
14,0.000,443,443,443,81.451,151.085,8
15,0.000,716,716,716,95.799,155.727,8
16,0.000,272,272,272,102.552,131.249,8
17,0.000,411,411,411,88.414,129.983,8
18,0.000,446,446,446,72.588,125.552,8
19,0.000,253,253,253,78.707,117.112,8
20,0.000,601,601,601,92.001,118.589,8
21,0.000,387,387,387,104.451,125.341,8
22,0.000,520,520,520,116.057,102.341,8
23,0.000,525,525,525,102.552,98.965,8
24,0.000,423,423,423,89.258,93.478,8
25,0.000,288,288,288,90.313,87.359,8
26,0.000,439,439,439,103.818,93.056,8
27,0.000,315,315,315,118.800,98.543,8
28,0.000,470,470,470,126.185,73.643,8
29,0.000,599,599,599,113.946,71.955,8
30,0.000,550,550,550,100.231,67.313,8
31,0.000,590,590,590,103.396,62.249,8
32,0.000,654,654,654,113.946,63.937,8
33,0.000,434,434,434,126.185,67.524,8
34,0.000,311,311,311,133.149,44.101,8
35,0.000,649,649,649,120.699,42.835,8
36,0.000,347,347,347,108.038,40.725,8
37,0.000,450,450,450,109.937,36.294,8
38,0.000,530,530,530,120.910,36.716,8
39,0.000,583,583,583,132.726,39.248,8
40,0.000,507,507,507,136.103,16.459,8
41,0.000,490,490,490,125.552,16.881,8
42,0.000,435,435,435,113.735,15.615,8
