 ,Area,Mean,Min,Max,X,Y
1,0.000,265,265,265,167.642,254.958
2,0.000,475,475,475,181.881,248.242
3,0.000,171,171,171,195.045,243.406
4,0.000,185,185,185,195.045,224.062
5,0.000,363,363,363,177.313,228.092
6,0.000,309,309,309,162.000,230.510
7,0.000,198,198,198,159.582,216.808
8,0.000,382,382,382,175.433,214.928
9,0.000,352,352,352,192.627,213.585
10,0.000,385,385,385,192.627,191.017
11,0.000,429,429,429,176.776,192.898
12,0.000,268,268,268,159.851,191.554
13,0.000,288,288,288,161.194,181.077
14,0.000,312,312,312,177.582,179.733
15,0.000,287,287,287,193.433,181.614
16,0.000,285,285,285,195.851,155.823
17,0.000,367,367,367,179.731,156.091
18,0.000,284,284,284,163.881,152.599
19,0.000,318,318,318,167.373,143.464
20,0.000,241,241,241,183.224,145.076
21,0.000,248,248,248,198.537,149.643
22,0.000,225,225,225,203.642,121.434
23,0.000,259,259,259,188.060,119.822
24,0.000,63,63,63,173.284,116.598
25,0.000,241,241,241,178.388,108.001
26,0.000,251,251,251,191.015,109.613
27,0.000,183,183,183,206.328,114.180
28,0.000,229,229,229,211.164,87.583
29,0.000,221,221,221,196.657,85.702
30,0.000,248,248,248,183.224,82.747
31,0.000,197,197,197,185.104,74.956
32,0.000,75,75,75,198.269,76.837
33,0.000,71,71,71,212.239,82.210
34,0.000,182,182,182,219.493,55.881
35,0.000,228,228,228,203.373,55.075
36,0.000,187,187,187,190.746,50.508
37,0.000,125,125,125,192.090,44.329
38,0.000,162,162,162,206.866,45.672
39,0.000,84,84,84,219.493,50.239
40,0.000,89,89,89,226.209,28.209
41,0.000,153,153,153,211.433,19.612
42,0.000,126,126,126,197.463,19.881
