 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,186,186,186,112.043,189.395,9
2,0.000,317,317,317,124.232,178.378,9
3,0.000,176,176,176,135.483,173.925,9
4,0.000,405,405,405,123.529,154.235,9
5,0.000,285,285,285,112.512,159.861,9
6,0.000,286,286,286,97.042,168.065,9
7,0.000,266,266,266,95.635,155.642,9
8,0.000,272,272,272,109.934,150.485,9
9,0.000,280,280,280,123.763,149.547,9
10,0.000,295,295,295,119.544,123.529,9
11,0.000,301,301,301,105.714,127.045,9
12,0.000,301,301,301,89.775,128.217,9
13,0.000,278,278,278,91.416,118.606,9
14,0.000,302,302,302,107.590,117.200,9
15,0.000,336,336,336,120.482,120.247,9
16,0.000,268,268,268,124.701,92.354,9
17,0.000,353,353,353,110.168,92.354,9
18,0.000,364,364,364,96.807,89.775,9
19,0.000,215,215,215,98.448,82.274,9
20,0.000,292,292,292,114.622,84.150,9
21,0.000,275,275,275,126.576,89.072,9
22,0.000,282,282,282,134.546,62.116,9
23,0.000,378,378,378,121.185,60.241,9
24,0.000,146,146,146,106.418,54.850,9
25,0.000,226,226,226,109.230,50.162,9
26,0.000,474,474,474,123.294,52.740,9
27,0.000,183,183,183,136.655,59.303,9
28,0.000,455,455,455,143.453,31.878,9
29,0.000,342,342,342,129.858,30.003,9
30,0.000,337,337,337,117.200,26.253,9
31,0.000,148,148,148,119.075,21.565,9
32,0.000,445,445,445,133.608,23.674,9
33,0.000,210,210,210,144.156,28.597,9
34,0.000,329,329,329,152.594,3.750,9
35,0.000,396,396,396,139.937,2.578,9
36,0.000,595,595,595,127.514,0.234,9
