 ,Area,Mean,Min,Max,X,Y
1,0.000,231,231,231,107.684,189.562
2,0.000,369,369,369,124.758,183.742
3,0.000,300,300,300,140.474,180.055
4,0.000,219,219,219,137.564,158.713
5,0.000,223,223,223,122.430,162.787
6,0.000,231,231,231,105.550,166.085
7,0.000,142,142,142,105.938,152.310
8,0.000,217,217,217,122.624,151.922
9,0.000,274,274,274,138.922,152.504
10,0.000,214,214,214,142.414,128.445
11,0.000,365,365,365,125.728,129.027
12,0.000,224,224,224,109.236,130.191
13,0.000,131,131,131,113.699,115.639
14,0.000,239,239,239,128.639,118.937
15,0.000,234,234,234,143.967,122.818
16,0.000,333,333,333,148.235,97.013
17,0.000,361,361,361,132.907,96.624
18,0.000,165,165,165,117.579,95.654
19,0.000,349,349,349,123.012,83.237
20,0.000,278,278,278,135.624,87.117
21,0.000,268,268,268,149.981,90.804
22,0.000,305,305,305,158.130,64.416
23,0.000,288,288,288,142.608,63.834
24,0.000,234,234,234,128.251,61.506
25,0.000,122,122,122,131.549,51.999
26,0.000,325,325,325,144.549,55.297
27,0.000,234,234,234,159.101,58.596
28,0.000,286,286,286,162.205,31.044
29,0.000,303,303,303,149.981,31.820
30,0.000,111,111,111,134.459,30.268
