 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,262,262,262,169.013,260.437,6
2,0.000,254,254,254,179.593,253.112,6
3,0.000,285,285,285,190.716,247.958,6
4,0.000,255,255,255,185.290,227.882,6
5,0.000,414,414,414,174.167,231.680,6
6,0.000,285,285,285,157.619,234.393,6
7,0.000,183,183,183,156.805,222.999,6
8,0.000,310,310,310,169.284,220.829,6
9,0.000,224,224,224,184.476,221.100,6
10,0.000,153,153,153,184.748,197.227,6
11,0.000,282,282,282,172.268,198.583,6
12,0.000,263,263,263,157.619,197.769,6
13,0.000,205,205,205,160.060,187.460,6
14,0.000,327,327,327,172.268,187.460,6
15,0.000,174,174,174,186.647,190.173,6
16,0.000,147,147,147,190.173,167.114,6
17,0.000,308,308,308,177.965,166.571,6
18,0.000,292,292,292,165.486,163.858,6
19,0.000,153,153,153,167.656,154.906,6
20,0.000,356,356,356,179.593,154.634,6
21,0.000,165,165,165,193.700,159.246,6
22,0.000,83,83,83,199.126,136.187,6
23,0.000,170,170,170,188.003,134.830,6
24,0.000,246,246,246,174.981,130.761,6
25,0.000,195,195,195,177.694,121.266,6
26,0.000,234,234,234,189.359,123.979,6
27,0.000,289,289,289,203.195,128.591,6
28,0.000,11,11,11,209.164,106.074,6
29,0.000,250,250,250,198.041,104.446,6
30,0.000,242,242,242,185.833,100.106,6
31,0.000,227,227,227,188.003,91.424,6
32,0.000,294,294,294,199.397,94.137,6
33,0.000,167,167,167,210.791,98.478,6
34,0.000,61,61,61,218.387,78.402,6
35,0.000,193,193,193,206.722,76.232,6
36,0.000,147,147,147,194.243,71.349,6
37,0.000,146,146,146,196.142,64.567,6
38,0.000,139,139,139,206.993,67.822,6
39,0.000,66,66,66,219.473,72.434,6
40,0.000,81,81,81,227.069,53.715,6
41,0.000,110,110,110,216.217,51.274,6
42,0.000,141,141,141,203.738,45.848,6
43,0.000,85,85,85,203.738,40.422,6
44,0.000,132,132,132,215.946,43.135,6
45,0.000,128,128,128,227.611,48.289,6
46,0.000,41,41,41,233.851,29.299,6
47,0.000,60,60,60,221.372,25.230,6
48,0.000,35,35,35,209.164,22.517,6
