 ,Area,Mean,Min,Max,X,Y
1,0.000,537,537,537,123.707,217.532
2,0.000,605,605,605,133.737,211.054
3,0.000,428,428,428,145.022,210.219
4,0.000,493,493,493,145.022,193.919
5,0.000,503,503,503,134.573,192.248
6,0.000,301,301,301,120.991,195.591
7,0.000,359,359,359,114.095,186.606
8,0.000,277,277,277,128.304,185.561
9,0.000,425,425,425,140.424,185.143
10,0.000,361,361,361,143.977,162.575
11,0.000,354,354,354,130.185,164.037
12,0.000,378,378,378,112.632,162.784
13,0.000,437,437,437,114.931,152.544
14,0.000,500,500,500,129.558,154.007
15,0.000,509,509,509,143.977,156.933
16,0.000,430,430,430,148.783,133.320
17,0.000,762,762,762,133.111,132.902
18,0.000,606,606,606,119.528,131.021
19,0.000,531,531,531,119.946,120.155
20,0.000,473,473,473,135.200,122.035
21,0.000,592,592,592,148.156,127.260
22,0.000,356,356,356,157.142,103.855
23,0.000,612,612,612,139.380,101.975
24,0.000,505,505,505,126.215,95.706
25,0.000,355,355,355,131.021,89.437
26,0.000,385,385,385,143.977,93.616
27,0.000,528,528,528,158.604,99.049
28,0.000,579,579,579,167.172,76.481
29,0.000,490,490,490,152.753,73.765
30,0.000,557,557,557,140.424,67.705
31,0.000,552,552,552,143.350,60.391
32,0.000,733,733,733,156.097,65.615
33,0.000,627,627,627,169.053,72.720
34,0.000,537,537,537,178.456,52.450
35,0.000,739,739,739,164.873,48.898
36,0.000,344,344,344,152.544,42.838
37,0.000,205,205,205,156.306,36.569
38,0.000,502,502,502,168.217,43.047
39,0.000,318,318,318,181.590,49.316
40,0.000,503,503,503,192.457,31.345
41,0.000,791,791,791,178.247,27.374
42,0.000,517,517,517,164.037,21.314
43,0.000,639,639,639,167.172,17.553
44,0.000,723,723,723,180.128,21.523
45,0.000,533,533,533,190.994,26.330
46,0.000,624,624,624,201.233,9.403
47,0.000,720,720,720,187.023,6.269
48,0.000,525,525,525,174.904,2.717
