 ,Area,Mean,Min,Max,X,Y
1,0.000,186,186,186,88.281,205.667
2,0.000,365,365,365,101.863,201.592
3,0.000,257,257,257,117.385,200.234
4,0.000,423,423,423,117.773,175.593
5,0.000,276,276,276,103.415,177.533
6,0.000,322,322,322,87.311,178.503
7,0.000,268,268,268,86.923,167.444
8,0.000,249,249,249,103.027,167.638
9,0.000,352,352,352,120.490,170.936
10,0.000,390,390,390,124.370,146.101
11,0.000,402,402,402,108.460,143.967
12,0.000,146,146,146,88.087,140.862
13,0.000,264,264,264,94.296,135.624
14,0.000,497,497,497,110.788,139.116
15,0.000,571,571,571,125.922,143.191
16,0.000,400,400,400,130.967,116.221
17,0.000,416,416,416,115.251,115.057
18,0.000,229,229,229,98.565,111.564
19,0.000,212,212,212,103.997,102.057
20,0.000,438,438,438,118.161,107.684
21,0.000,393,393,393,135.430,113.117
22,0.000,547,547,547,142.802,83.819
23,0.000,423,423,423,126.116,82.073
24,0.000,280,280,280,107.490,79.550
25,0.000,343,343,343,115.445,69.461
26,0.000,484,484,484,129.609,74.506
27,0.000,516,516,516,143.967,78.580
28,0.000,566,566,566,150.175,59.954
29,0.000,350,350,350,138.534,50.252
30,0.000,356,356,356,124.176,47.148
