 ,Area,Mean,Min,Max,X,Y
1,0.000,226,226,226,127.474,196.547
2,0.000,666,666,666,137.758,189.174
3,0.000,553,553,553,149.011,183.160
4,0.000,534,534,534,141.638,161.235
5,0.000,363,363,363,129.803,165.503
6,0.000,543,543,543,114.281,173.846
7,0.000,297,297,297,112.146,164.533
8,0.000,801,801,801,126.116,158.907
9,0.000,452,452,452,140.474,155.996
10,0.000,480,480,480,139.310,130.967
11,0.000,548,548,548,124.370,133.683
12,0.000,381,381,381,107.296,137.564
13,0.000,304,304,304,103.997,126.698
14,0.000,489,489,489,118.549,123.982
15,0.000,377,377,377,134.265,125.728
16,0.000,519,519,519,136.788,101.281
17,0.000,657,657,657,120.878,100.505
18,0.000,593,593,593,103.609,100.893
19,0.000,489,489,489,107.490,89.058
20,0.000,810,810,810,123.594,91.192
21,0.000,432,432,432,136.206,95.266
22,0.000,343,343,343,146.489,75.088
23,0.000,480,480,480,131.937,67.715
24,0.000,555,555,555,116.609,66.551
25,0.000,656,656,656,118.937,57.625
26,0.000,432,432,432,135.041,63.252
27,0.000,625,625,625,149.399,67.521
28,0.000,391,391,391,156.190,47.924
29,0.000,632,632,632,145.519,42.297
30,0.000,445,445,445,130.967,38.223
