 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,27,27,27,195.599,286.484,7
2,0.000,69,69,69,198.855,273.733,7
3,0.000,171,171,171,206.993,266.408,7
4,0.000,206,206,206,192.886,251.216,7
5,0.000,146,146,146,181.763,259.897,7
6,0.000,226,226,226,166.029,273.191,7
7,0.000,123,123,123,151.379,261.796,7
8,0.000,232,232,232,165.757,251.487,7
9,0.000,134,134,134,183.391,245.790,7
10,0.000,165,165,165,177.694,224.901,7
11,0.000,366,366,366,162.231,231.141,7
12,0.000,293,293,293,142.698,233.582,7
13,0.000,205,205,205,140.528,220.289,7
14,0.000,252,252,252,156.805,217.847,7
15,0.000,139,139,139,172.268,218.661,7
16,0.000,216,216,216,173.082,197.229,7
17,0.000,230,230,230,158.704,199.942,7
18,0.000,108,108,108,141.613,200.485,7
19,0.000,189,189,189,141.613,182.851,7
20,0.000,195,195,195,155.448,183.122,7
21,0.000,178,178,178,169.284,187.463,7
22,0.000,197,197,197,179.050,162.775,7
23,0.000,274,274,274,162.231,161.961,7
24,0.000,210,210,210,148.395,152.466,7
25,0.000,162,162,162,153.549,145.412,7
26,0.000,165,165,165,166.029,149.482,7
27,0.000,419,419,419,180.136,156.807,7
28,0.000,178,178,178,192.344,134.832,7
29,0.000,238,238,238,177.694,129.677,7
30,0.000,159,159,159,162.502,120.996,7
31,0.000,126,126,126,167.385,116.655,7
32,0.000,70,70,70,183.391,124.252,7
33,0.000,181,181,181,198.312,131.576,7
34,0.000,156,156,156,208.350,108.517,7
35,0.000,177,177,177,193.700,104.176,7
36,0.000,136,136,136,177.965,96.037,7
37,0.000,96,96,96,182.849,92.239,7
38,0.000,106,106,106,194.785,95.495,7
39,0.000,35,35,35,209.977,102.820,7
40,0.000,94,94,94,220.015,82.473,7
41,0.000,158,158,158,209.435,77.861,7
42,0.000,165,165,165,191.258,73.520,7
43,0.000,66,66,66,191.258,66.738,7
44,0.000,143,143,143,205.637,69.179,7
45,0.000,98,98,98,220.558,73.249,7
46,0.000,76,76,76,225.441,51.817,7
47,0.000,148,148,148,211.605,51.274,7
48,0.000,72,72,72,194.785,49.375,7
49,0.000,48,48,48,195.057,42.593,7
50,0.000,80,80,80,209.977,42.864,7
51,0.000,51,51,51,225.441,46.120,7
52,0.000,76,76,76,225.983,27.129,7
53,0.000,49,49,49,212.962,25.230,7
54,0.000,130,130,130,199.940,24.688,7
