 ,Area,Mean,Min,Max,X,Y
1,0.000,530,530,530,134.265,217.308
2,0.000,370,370,370,142.608,207.219
3,0.000,543,543,543,150.952,199.264
4,0.000,444,444,444,137.564,181.607
5,0.000,503,503,503,130.385,188.010
6,0.000,615,615,615,115.833,198.100
7,0.000,557,557,557,106.908,187.040
8,0.000,538,538,538,120.296,179.279
9,0.000,464,464,464,131.549,176.563
10,0.000,592,592,592,126.504,156.578
11,0.000,553,553,553,116.415,157.936
12,0.000,360,360,360,100.699,163.369
13,0.000,450,450,450,94.102,152.116
14,0.000,281,281,281,108.848,151.534
15,0.000,421,421,421,121.654,151.340
16,0.000,468,468,468,121.848,125.146
17,0.000,692,692,692,107.878,129.027
18,0.000,292,292,292,91.580,128.445
19,0.000,419,419,419,93.908,115.251
20,0.000,390,390,390,108.654,116.609
21,0.000,668,668,668,122.236,120.296
22,0.000,394,394,394,128.057,94.878
23,0.000,544,544,544,114.087,94.684
24,0.000,388,388,388,98.177,91.192
25,0.000,342,342,342,103.027,80.714
26,0.000,567,567,567,117.773,83.625
27,0.000,571,571,571,130.579,89.834
28,0.000,549,549,549,136.788,64.416
29,0.000,480,480,480,123.400,63.446
30,0.000,305,305,305,109.042,58.208
31,0.000,474,474,474,115.057,52.581
32,0.000,525,525,525,127.863,55.879
33,0.000,637,637,637,138.728,60.730
34,0.000,728,728,728,145.131,35.119
35,0.000,654,654,654,130.967,33.954
36,0.000,455,455,455,120.102,29.298
37,0.000,462,462,462,123.594,24.059
38,0.000,512,512,512,135.818,26.193
39,0.000,570,570,570,146.489,30.462
40,0.000,766,766,766,152.698,6.209
41,0.000,741,741,741,140.474,5.821
42,0.000,581,581,581,129.415,1.746
