 ,Area,Mean,Min,Max,X,Y
1,0.000,166,166,166,99.064,214.316
2,0.000,226,226,226,112.940,208.149
3,0.000,136,136,136,127.009,206.222
4,0.000,151,151,151,125.660,182.323
5,0.000,265,265,265,110.820,185.792
6,0.000,206,206,206,95.402,187.141
7,0.000,54,54,54,94.438,170.952
8,0.000,232,232,232,110.049,169.217
9,0.000,193,193,193,126.817,171.723
10,0.000,198,198,198,130.093,146.475
11,0.000,168,168,168,112.940,145.512
12,0.000,121,121,121,98.293,143.970
13,0.000,173,173,173,100.991,130.286
14,0.000,212,212,212,115.831,130.864
15,0.000,182,182,182,132.020,135.682
16,0.000,136,136,136,138.959,108.893
17,0.000,135,135,135,121.420,107.929
18,0.000,177,177,177,106.965,105.424
19,0.000,135,135,135,109.664,94.631
20,0.000,98,98,98,123.733,95.016
21,0.000,258,258,258,140.693,100.027
22,0.000,149,149,149,147.246,72.659
23,0.000,343,343,343,132.406,71.889
24,0.000,105,105,105,117.758,69.768
