 ,Area,Mean,Min,Max,X,Y
1,0.000,249,249,249,118.937,204.696
2,0.000,465,465,465,130.191,195.383
3,0.000,345,345,345,142.996,191.891
4,0.000,325,325,325,138.534,172.488
5,0.000,378,378,378,125.922,175.593
6,0.000,309,309,309,110.206,179.473
7,0.000,215,215,215,109.624,166.862
8,0.000,301,301,301,123.788,165.891
9,0.000,331,331,331,138.922,166.474
10,0.000,474,474,474,138.728,145.713
11,0.000,295,295,295,126.116,145.325
12,0.000,276,276,276,112.535,148.817
13,0.000,63,63,63,118.549,138.922
14,0.000,127,127,127,128.445,141.444
15,0.000,295,295,295,139.116,139.504
16,0.000,242,242,242,142.220,116.027
17,0.000,328,328,328,130.773,117.967
18,0.000,310,310,310,117.773,117.967
19,0.000,105,105,105,119.519,106.908
20,0.000,302,302,302,130.579,108.654
21,0.000,101,101,101,144.355,112.341
22,0.000,417,417,417,150.757,86.535
23,0.000,269,269,269,137.176,85.177
24,0.000,266,266,266,122.236,83.237
25,0.000,382,382,382,127.474,71.013
26,0.000,327,327,327,139.698,75.282
27,0.000,123,123,123,153.668,78.774
28,0.000,263,263,263,164.727,55.103
29,0.000,276,276,276,150.757,52.193
30,0.000,166,166,166,136.206,47.730
