 ,Area,Mean,Min,Max,X,Y
1,0.000,191,191,191,103.221,207.801
2,0.000,299,299,299,112.729,198.682
3,0.000,213,213,213,124.176,196.159
4,0.000,212,212,212,119.519,176.369
5,0.000,136,136,136,108.460,179.667
6,0.000,245,245,245,94.490,184.906
7,0.000,92,92,92,93.908,170.160
8,0.000,192,192,192,107.878,168.414
9,0.000,178,178,178,121.266,168.802
10,0.000,211,211,211,121.654,144.937
11,0.000,207,207,207,108.654,145.713
12,0.000,128,128,128,93.520,146.101
13,0.000,171,171,171,97.595,134.847
14,0.000,156,156,156,110.788,137.176
15,0.000,227,227,227,124.176,140.086
16,0.000,210,210,210,127.668,114.863
17,0.000,254,254,254,114.863,114.087
18,0.000,132,132,132,100.893,112.923
19,0.000,119,119,119,105.356,102.639
20,0.000,152,152,152,117.967,105.162
21,0.000,247,247,247,129.609,108.460
22,0.000,169,169,169,138.340,84.789
23,0.000,194,194,194,124.952,82.655
24,0.000,193,193,193,113.893,79.744
25,0.000,118,118,118,117.191,73.147
26,0.000,245,245,245,128.445,76.058
27,0.000,237,237,237,139.698,78.774
28,0.000,134,134,134,147.071,55.297
29,0.000,220,220,220,134.653,52.969
30,0.000,203,203,203,123.206,51.029
31,0.000,146,146,146,124.952,45.014
32,0.000,156,156,156,135.624,48.312
33,0.000,232,232,232,148.623,50.058
34,0.000,187,187,187,152.116,28.716
35,0.000,258,258,258,140.668,27.940
36,0.000,128,128,128,129.027,26.387
37,0.000,175,175,175,132.907,19.403
38,0.000,240,240,240,142.802,20.567
39,0.000,161,161,161,152.892,23.865
40,0.000,107,107,107,160.653,6.985
41,0.000,163,163,163,148.623,3.492
42,0.000,143,143,143,137.564,2.134
