 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,135,135,135,114.844,265.625,9
2,0.000,136,136,136,131.641,258.985,9
3,0.000,27,27,27,146.094,258.594,9
4,0.000,97,97,97,140.625,235.156,9
5,0.000,170,170,170,127.734,238.281,9
6,0.000,74,74,74,111.328,239.453,9
7,0.000,137,137,137,112.891,227.344,9
8,0.000,129,129,129,129.297,226.953,9
9,0.000,115,115,115,143.360,228.906,9
10,0.000,158,158,158,148.438,201.563,9
11,0.000,187,187,187,133.203,201.953,9
12,0.000,89,89,89,116.406,200.000,9
13,0.000,77,77,77,116.406,192.969,9
14,0.000,173,173,173,134.766,194.141,9
15,0.000,178,178,178,150.000,196.875,9
16,0.000,162,162,162,152.344,167.188,9
17,0.000,157,157,157,137.891,169.531,9
18,0.000,98,98,98,122.266,164.844,9
19,0.000,79,79,79,125.000,159.375,9
20,0.000,215,215,215,143.360,161.328,9
21,0.000,145,145,145,155.469,164.453,9
22,0.000,118,118,118,158.985,133.594,9
23,0.000,173,173,173,143.360,135.938,9
24,0.000,109,109,109,128.906,130.469,9
25,0.000,100,100,100,129.688,126.953,9
26,0.000,196,196,196,145.703,128.516,9
27,0.000,176,176,176,159.766,131.250,9
28,0.000,126,126,126,162.500,102.344,9
29,0.000,105,105,105,150.391,103.906,9
30,0.000,161,161,161,133.594,100.781,9
31,0.000,100,100,100,134.766,95.703,9
32,0.000,208,208,208,151.953,97.656,9
33,0.000,200,200,200,162.110,99.609,9
34,0.000,71,71,71,164.063,73.438,9
35,0.000,121,121,121,150.391,74.609,9
36,0.000,47,47,47,135.938,69.922,9
37,0.000,127,127,127,139.063,67.969,9
38,0.000,214,214,214,151.172,67.578,9
39,0.000,117,117,117,164.844,69.922,9
40,0.000,84,84,84,166.797,45.703,9
41,0.000,134,134,134,152.734,47.266,9
42,0.000,82,82,82,137.109,43.359,9
