 ,Area,Mean,Min,Max,X,Y
1,0.000,189,189,189,203.284,263.283
2,0.000,377,377,377,215.224,253.134
3,0.000,110,110,110,226.269,249.253
4,0.000,313,313,313,217.313,228.656
5,0.000,218,218,218,205.970,234.328
6,0.000,385,385,385,192.836,239.402
7,0.000,187,187,187,185.672,226.268
8,0.000,336,336,336,199.104,221.790
9,0.000,167,167,167,213.433,219.701
10,0.000,397,397,397,210.746,195.223
11,0.000,475,475,475,196.716,199.999
12,0.000,122,122,122,182.090,199.104
13,0.000,41,41,41,182.687,186.567
14,0.000,256,256,256,197.015,185.373
15,0.000,311,311,311,208.955,188.059
16,0.000,474,474,474,214.627,166.567
17,0.000,505,505,505,201.194,165.373
18,0.000,461,461,461,186.866,161.492
19,0.000,0,0,0,191.642,150.149
20,0.000,81,81,81,203.582,152.835
21,0.000,59,59,59,213.731,155.522
22,0.000,442,442,442,225.373,135.821
23,0.000,527,527,527,213.134,131.940
24,0.000,271,271,271,200.000,125.671
25,0.000,125,125,125,205.970,117.015
26,0.000,222,222,222,218.507,122.388
27,0.000,223,223,223,227.164,125.970
28,0.000,402,402,402,239.701,105.970
29,0.000,487,487,487,225.075,100.000
30,0.000,359,359,359,217.015,94.925
31,0.000,301,301,301,223.881,86.268
32,0.000,241,241,241,229.552,92.239
33,0.000,114,114,114,237.910,98.806
34,0.000,431,431,431,254.328,80.895
35,0.000,393,393,393,241.493,76.418
36,0.000,240,240,240,232.239,71.045
37,0.000,244,244,244,233.731,63.880
38,0.000,231,231,231,242.985,68.955
39,0.000,38,38,38,251.940,74.328
40,0.000,345,345,345,261.493,60.298
41,0.000,378,378,378,253.134,54.030
42,0.000,209,209,209,240.000,48.358
