 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,366,366,366,171.997,258.000,6
2,0.000,371,371,371,185.833,250.403,6
3,0.000,226,226,226,196.684,244.435,6
4,0.000,510,510,510,190.445,227.615,6
5,0.000,532,532,532,178.508,233.041,6
6,0.000,488,488,488,164.672,240.637,6
7,0.000,268,268,268,160.332,229.242,6
8,0.000,254,254,254,173.896,226.801,6
9,0.000,84,84,84,186.104,223.817,6
10,0.000,488,488,488,183.934,203.741,6
11,0.000,463,463,463,171.997,205.097,6
12,0.000,497,497,497,158.704,211.337,6
13,0.000,193,193,193,153.821,196.959,6
14,0.000,202,202,202,166.842,195.873,6
15,0.000,276,276,276,181.492,195.331,6
16,0.000,420,420,420,180.678,173.899,6
17,0.000,426,426,426,167.656,176.883,6
18,0.000,215,215,215,152.193,174.984,6
19,0.000,200,200,200,154.363,165.489,6
20,0.000,415,415,415,166.571,164.946,6
21,0.000,159,159,159,181.763,166.031,6
22,0.000,463,463,463,182.577,147.312,6
23,0.000,285,285,285,168.742,149.482,6
24,0.000,216,216,216,155.177,145.413,6
25,0.000,162,162,162,158.975,133.747,6
26,0.000,274,274,274,171.183,136.732,6
27,0.000,103,103,103,183.120,139.173,6
28,0.000,407,407,407,186.647,118.284,6
29,0.000,370,370,370,173.082,118.012,6
30,0.000,274,274,274,161.417,115.842,6
31,0.000,341,341,341,161.959,105.262,6
32,0.000,153,153,153,173.896,103.091,6
33,0.000,351,351,351,189.088,110.687,6
34,0.000,339,339,339,189.359,93.053,6
35,0.000,285,285,285,176.338,95.224,6
36,0.000,226,226,226,163.316,93.867,6
37,0.000,322,322,322,164.943,84.372,6
38,0.000,224,224,224,177.151,85.186,6
39,0.000,173,173,173,187.732,86.271,6
40,0.000,231,231,231,190.173,68.908,6
41,0.000,266,266,266,179.593,68.095,6
42,0.000,263,263,263,163.858,68.095,6
43,0.000,140,140,140,164.401,59.956,6
44,0.000,218,218,218,177.423,60.498,6
45,0.000,170,170,170,188.817,62.126,6
46,0.000,203,203,203,191.801,45.577,6
47,0.000,244,244,244,180.678,44.763,6
48,0.000,306,306,306,169.013,45.306,6
49,0.000,167,167,167,166.842,38.524,6
50,0.000,218,218,218,179.322,39.337,6
51,0.000,158,158,158,189.902,40.423,6
52,0.000,184,184,184,190.445,24.416,6
53,0.000,191,191,191,180.136,24.145,6
54,0.000,259,259,259,171.454,24.688,6
