 ,Area,Mean,Min,Max,X,Y
1,0.000,72,72,72,107.296,209.741
2,0.000,170,170,170,123.206,202.562
3,0.000,177,177,177,139.116,199.070
4,0.000,164,164,164,133.489,170.160
5,0.000,55,55,55,121.654,180.249
6,0.000,177,177,177,101.281,183.160
7,0.000,91,91,91,93.132,172.682
8,0.000,138,138,138,111.370,168.220
9,0.000,171,171,171,128.057,162.787
10,0.000,92,92,92,123.594,137.370
11,0.000,115,115,115,108.848,142.414
12,0.000,125,125,125,91.580,146.877
13,0.000,93,93,93,88.475,131.743
14,0.000,106,106,106,104.968,131.743
15,0.000,112,112,112,116.221,133.295
16,0.000,168,168,168,125.146,112.147
17,0.000,174,174,174,111.176,106.326
18,0.000,109,109,109,92.938,105.744
19,0.000,102,102,102,98.759,96.236
20,0.000,123,123,123,109.430,98.177
21,0.000,151,151,151,121.460,100.505
22,0.000,145,145,145,130.579,79.162
23,0.000,171,171,171,116.609,73.341
24,0.000,117,117,117,99.923,70.625
25,0.000,92,92,92,103.609,59.566
26,0.000,116,116,116,116.803,63.058
27,0.000,207,207,207,129.803,66.939
28,0.000,193,193,193,138.146,38.611
29,0.000,171,171,171,123.982,37.253
30,0.000,98,98,98,110.788,32.596
31,0.000,105,105,105,113.699,25.029
32,0.000,169,169,169,127.086,28.328
33,0.000,170,170,170,140.280,32.984
34,0.000,111,111,111,147.459,6.403
35,0.000,112,112,112,134.653,4.269
36,0.000,113,113,113,120.684,0.388
