 ,Area,Mean,Min,Max,X,Y
1,0.000,230,230,230,99.341,202.368
2,0.000,316,316,316,117.579,197.324
3,0.000,232,232,232,137.564,191.697
4,0.000,255,255,255,134.071,168.608
5,0.000,401,401,401,118.161,172.876
6,0.000,255,255,255,98.759,175.399
7,0.000,436,436,436,97.983,164.145
8,0.000,318,318,318,115.639,163.175
9,0.000,387,387,387,132.519,165.891
10,0.000,269,269,269,134.653,141.638
11,0.000,437,437,437,116.221,140.086
12,0.000,331,331,331,102.251,135.818
13,0.000,334,334,334,107.490,124.758
14,0.000,253,253,253,121.460,128.833
15,0.000,397,397,397,136.400,135.430
16,0.000,373,373,373,145.713,115.833
17,0.000,517,517,517,134.459,110.982
18,0.000,524,524,524,117.967,103.415
19,0.000,383,383,383,122.624,95.654
20,0.000,485,485,485,133.683,104.968
21,0.000,427,427,427,145.325,108.072
22,0.000,476,476,476,156.190,89.252
23,0.000,530,530,530,144.937,86.341
24,0.000,548,548,548,129.027,87.699
25,0.000,562,562,562,128.833,74.894
26,0.000,387,387,387,141.250,79.938
27,0.000,394,394,394,157.160,86.341
28,0.000,780,780,780,166.279,64.028
29,0.000,595,595,595,154.832,57.237
30,0.000,443,443,443,137.176,52.581
