 ,Area,Mean,Min,Max,X,Y
1,0.000,348,348,348,131.287,196.643
2,0.000,421,421,421,143.899,190.624
3,0.000,564,564,564,154.506,186.611
4,0.000,465,465,465,153.646,167.405
5,0.000,726,726,726,140.173,170.558
6,0.000,436,436,436,126.700,172.851
7,0.000,355,355,355,118.961,160.239
8,0.000,453,453,453,137.593,158.805
9,0.000,448,448,448,151.352,160.812
10,0.000,404,404,404,153.359,135.013
11,0.000,333,333,333,138.740,135.873
12,0.000,443,443,443,116.667,136.733
13,0.000,478,478,478,123.547,128.420
14,0.000,618,618,618,139.026,127.274
15,0.000,624,624,624,153.932,130.427
16,0.000,414,414,414,156.512,103.481
17,0.000,522,522,522,141.893,105.488
18,0.000,582,582,582,125.267,104.055
19,0.000,524,524,524,126.414,96.315
20,0.000,750,750,750,142.753,95.455
21,0.000,135,135,135,159.092,100.328
22,0.000,430,430,430,161.099,73.096
23,0.000,675,675,675,145.046,73.670
24,0.000,680,680,680,133.293,70.230
25,0.000,357,357,357,135.873,65.070
26,0.000,750,750,750,148.199,64.783
27,0.000,687,687,687,161.385,66.503
28,0.000,562,562,562,159.665,62.777
29,0.000,689,689,689,149.632,57.330
30,0.000,597,597,597,139.026,59.624
