 ,Area,Mean,Min,Max,X,Y
1,0.000,399,399,399,172.746,250.654
2,0.000,347,347,347,184.567,242.863
3,0.000,18,18,18,198.269,238.027
4,0.000,310,310,310,189.940,215.191
5,0.000,225,225,225,175.970,221.370
6,0.000,204,204,204,163.075,224.594
7,0.000,284,284,284,160.388,212.236
8,0.000,351,351,351,174.358,209.012
9,0.000,225,225,225,190.746,207.938
10,0.000,373,373,373,188.328,182.416
11,0.000,414,414,414,173.821,185.639
12,0.000,278,278,278,159.582,185.908
13,0.000,188,188,188,159.045,175.699
14,0.000,235,235,235,172.209,173.013
15,0.000,0,0,0,189.134,175.162
16,0.000,271,271,271,190.209,146.953
17,0.000,236,236,236,176.239,149.640
18,0.000,235,235,235,159.851,146.685
19,0.000,313,313,313,162.000,135.401
20,0.000,263,263,263,175.970,136.745
21,0.000,55,55,55,190.478,139.968
22,0.000,193,193,193,193.433,112.834
23,0.000,311,311,311,181.612,114.178
24,0.000,143,143,143,166.299,109.879
25,0.000,207,207,207,169.254,99.939
26,0.000,143,143,143,182.149,102.894
27,0.000,69,69,69,195.313,105.849
28,0.000,208,208,208,199.881,80.596
29,0.000,258,258,258,186.985,79.521
30,0.000,233,233,233,174.896,76.835
31,0.000,135,135,135,176.239,66.895
32,0.000,204,204,204,188.597,69.581
33,0.000,0,0,0,200.955,74.148
34,0.000,206,206,206,207.672,51.313
35,0.000,210,210,210,195.045,50.238
36,0.000,160,160,160,182.687,47.014
37,0.000,97,97,97,185.104,38.955
38,0.000,30,30,30,196.657,42.447
39,0.000,0,0,0,207.672,46.477
40,0.000,124,124,124,213.045,24.179
41,0.000,137,137,137,201.493,23.641
42,0.000,97,97,97,186.985,20.955
