 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,405,405,405,114.813,239.617,9
2,0.000,422,422,422,126.176,230.409,9
3,0.000,398,398,398,140.087,223.943,9
4,0.000,243,243,243,130.487,203.567,9
5,0.000,429,429,429,117.556,210.620,9
6,0.000,267,267,267,102.273,218.261,9
7,0.000,383,383,383,97.963,211.208,9
8,0.000,390,390,390,110.306,203.175,9
9,0.000,343,343,343,124.021,199.061,9
10,0.000,310,310,310,117.164,176.725,9
11,0.000,286,286,286,104.428,181.623,9
12,0.000,343,343,343,90.126,185.738,9
13,0.000,220,220,220,87.187,175.550,9
14,0.000,363,363,363,100.510,171.043,9
15,0.000,162,162,162,115.988,172.219,9
16,0.000,241,241,241,114.813,146.357,9
17,0.000,317,317,317,100.902,148.120,9
18,0.000,225,225,225,85.228,148.120,9
19,0.000,276,276,276,87.187,139.303,9
20,0.000,196,196,196,100.314,138.128,9
21,0.000,254,254,254,115.400,140.087,9
22,0.000,364,364,364,116.380,116.184,9
23,0.000,357,357,357,104.233,115.792,9
24,0.000,399,399,399,90.910,112.657,9
25,0.000,182,182,182,94.240,105.016,9
26,0.000,365,365,365,106.192,105.800,9
27,0.000,343,343,343,117.947,109.718,9
28,0.000,329,329,329,124.413,84.836,9
29,0.000,382,382,382,112.461,84.444,9
30,0.000,226,226,226,100.314,81.505,9
31,0.000,242,242,242,102.469,73.668,9
32,0.000,461,461,461,112.853,75.627,9
33,0.000,327,327,327,126.372,78.762,9
34,0.000,300,300,300,131.074,55.839,9
35,0.000,544,544,544,119.123,54.859,9
36,0.000,376,376,376,107.563,52.900,9
37,0.000,238,238,238,109.914,46.630,9
38,0.000,513,513,513,120.103,47.218,9
39,0.000,415,415,415,131.662,50.157,9
40,0.000,493,493,493,135.973,28.997,9
41,0.000,571,571,571,124.609,29.193,9
42,0.000,241,241,241,112.657,27.821,9
43,0.000,178,178,178,114.813,21.356,9
44,0.000,367,367,367,125.784,20.964,9
45,0.000,372,372,372,135.973,22.923,9
46,0.000,391,391,391,138.324,3.723,9
47,0.000,425,425,425,128.136,4.114,9
48,0.000,316,316,316,118.731,3.919,9
