 ,Area,Mean,Min,Max,X,Y
1,0.000,284,284,284,108.463,207.030
2,0.000,535,535,535,117.776,200.821
3,0.000,450,450,450,129.224,196.552
4,0.000,305,305,305,121.851,174.045
5,0.000,284,284,284,111.373,179.672
6,0.000,395,395,395,96.433,185.687
7,0.000,108,108,108,95.463,173.463
8,0.000,282,282,282,110.015,169.776
9,0.000,266,266,266,122.239,169.000
10,0.000,213,213,213,120.299,142.806
11,0.000,396,396,396,107.299,149.403
12,0.000,335,335,335,92.552,152.896
13,0.000,276,276,276,90.806,135.433
14,0.000,206,206,206,106.910,136.209
15,0.000,217,217,217,120.104,137.179
16,0.000,236,236,236,122.239,110.403
17,0.000,271,271,271,108.269,112.149
18,0.000,239,239,239,92.552,111.567
19,0.000,199,199,199,97.985,99.537
20,0.000,146,146,146,111.955,102.642
21,0.000,186,186,186,125.537,105.746
22,0.000,309,309,309,131.746,79.940
23,0.000,461,461,461,116.030,79.940
24,0.000,335,335,335,103.224,76.254
25,0.000,322,322,322,110.985,68.493
26,0.000,350,350,350,121.269,70.821
27,0.000,264,264,264,133.881,75.478
28,0.000,290,290,290,142.418,54.328
29,0.000,296,296,296,131.164,51.418
30,0.000,179,179,179,123.015,48.507
