 ,Area,Mean,Min,Max,X,Y
1,0.000,128,128,128,96.819,197.324
2,0.000,147,147,147,113.893,190.533
3,0.000,136,136,136,131.355,187.040
4,0.000,168,168,168,125.728,164.145
5,0.000,132,132,132,109.042,166.474
6,0.000,108,108,108,89.834,171.906
7,0.000,116,116,116,90.222,160.847
8,0.000,138,138,138,109.624,157.354
9,0.000,232,232,232,127.863,156.772
10,0.000,202,202,202,127.863,130.773
11,0.000,126,126,126,108.266,132.907
12,0.000,127,127,127,90.222,135.624
13,0.000,123,123,123,91.386,121.072
14,0.000,173,173,173,108.654,119.519
15,0.000,166,166,166,127.668,121.460
16,0.000,293,293,293,128.639,96.042
17,0.000,264,264,264,112.535,96.624
18,0.000,137,137,137,93.520,97.789
19,0.000,114,114,114,96.042,83.043
20,0.000,161,161,161,113.893,83.625
21,0.000,165,165,165,130.773,86.147
22,0.000,178,178,178,132.713,57.431
23,0.000,182,182,182,115.445,58.790
24,0.000,143,143,143,97.789,60.342
25,0.000,135,135,135,99.729,46.760
26,0.000,180,180,180,114.669,46.954
27,0.000,159,159,159,134.071,48.700
28,0.000,232,232,232,135.041,21.731
29,0.000,179,179,179,117.967,23.477
30,0.000,146,146,146,100.893,22.701
