 ,Area,Mean,Min,Max,X,Y,Slice
1,0.000,368,368,368,106.772,236.333,12
2,0.000,446,446,446,115.635,228.737,12
3,0.000,411,411,411,126.818,222.196,12
4,0.000,478,478,478,119.222,201.727,12
5,0.000,573,573,573,108.882,206.370,12
6,0.000,312,312,312,94.744,211.012,12
7,0.000,338,338,338,90.313,204.893,12
8,0.000,535,535,535,103.185,201.516,12
9,0.000,415,415,415,117.323,198.562,12
10,0.000,237,237,237,112.680,173.030,12
11,0.000,490,490,490,98.754,177.039,12
12,0.000,384,384,384,84.827,179.149,12
13,0.000,384,384,384,86.093,169.021,12
14,0.000,594,594,594,98.121,168.388,12
15,0.000,474,474,474,112.469,168.599,12
16,0.000,433,433,433,113.313,144.543,12
17,0.000,500,500,500,100.231,145.176,12
18,0.000,577,577,577,87.359,144.121,12
19,0.000,397,397,397,89.258,135.048,12
20,0.000,502,502,502,100.231,135.259,12
21,0.000,453,453,453,114.368,138.213,12
22,0.000,320,320,320,120.066,114.579,12
23,0.000,454,454,454,106.561,113.946,12
24,0.000,494,494,494,93.689,109.515,12
25,0.000,247,247,247,103.607,85.882,12
26,0.000,353,353,353,116.268,85.460,12
27,0.000,347,347,347,131.249,87.570,12
28,0.000,335,335,335,132.304,63.304,12
29,0.000,471,471,471,118.800,62.882,12
30,0.000,366,366,366,104.240,64.359,12
31,0.000,117,117,117,104.451,56.551,12
32,0.000,601,601,601,118.378,57.817,12
33,0.000,684,684,684,132.515,58.450,12
34,0.000,425,425,425,135.259,36.505,12
35,0.000,418,418,418,119.644,37.138,12
36,0.000,376,376,376,104.662,39.459,12
37,0.000,293,293,293,105.084,33.551,12
38,0.000,500,500,500,119.855,32.496,12
39,0.000,318,318,318,135.470,31.441,12
40,0.000,362,362,362,131.038,12.450,12
41,0.000,490,490,490,120.066,12.661,12
42,0.000,301,301,301,106.350,13.505,12
